TSLA,2023-09-29,198.33,
TSLA,2023-09-30,198.14,
TSLA,2023-10-01,199.13,
TSLA,2023-10-02,201.72,
TSLA,2023-10-03,201.92,
TSLA,2023-10-04,203.94,
TSLA,2023-10-05,204.96,
TSLA,2023-10-06,203.73,
TSLA,2023-10-07,203.73,
TSLA,2023-10-08,201.89,
TSLA,2023-10-09,,203.94
TSLA,2023-10-10,,202.915
TSLA,2023-10-11,,203.17125
