NMR,2023-09-24,6.48,
NMR,2023-09-25,6.57,
NMR,2023-09-26,6.57,
NMR,2023-09-27,6.53,
NMR,2023-09-28,6.6,
NMR,2023-09-29,6.57,
NMR,2023-09-30,6.6,
NMR,2023-10-01,6.65,
NMR,2023-10-02,6.71,
NMR,2023-10-03,6.74,
NMR,2023-10-04,,6.71
NMR,2023-10-05,,6.725
NMR,2023-10-06,,6.7212499999999995
